Name,Rating,Category1,Category2,Place,City
desideria,3.2,Culture,Beautiful,Wisata Eling Bening,Semarang
krull,3.4,Culinary,Cheap Price,Wisata Eling Bening,Semarang
necie,4.2,Tourist Attraction,Mindful,Pantai Parangtritis,Jogja
musaddigue,3.4,Culture,Boring,Alun Alun Selatan Yogyakarta,Jogja
kunstbeck,4.7,History,Noisy,Kota Lama Semarang,Semarang
laraye,3.1,Culinary,Boring,Pantai Jogan,Jogja
lacharite,4.9,Nature,Fun,Wisata Alam Wana Wisata Penggaron,Semarang
yolotzin,4.1,Culinary,Beautiful,The Lost World Castle,Jogja
denaysia,3.7,Culture,Great View,Kebun Teh Nglinggo,Jogja
verinica,3.6,Tourist Attraction,Isolated,Pantai Drini,Jogja
zobia,3.6,Culture,Isolated,Kebun Teh Nglinggo,Jogja
kinnley,3.6,Nature,Recommended,Sindu Kusuma Edupark (SKE),Jogja
filiberto,3.4,Culture,Respectable,Pantai Indrayanti,Jogja
angelique,3.7,Culinary,Bad Food,Kampung Pelangi,Semarang
rives,3.7,Tourist Attraction,Mindful,Sindu Kusuma Edupark (SKE),Jogja
byrnes,3.9,Nature,Recommended,Kota Lama Semarang,Semarang
ashier,3.3,Culture,Not Recommended,Sindu Kusuma Edupark (SKE),Jogja
bobbiejean,3.6,Nature,Fun,Kauman Pakualaman Yogyakarta,Jogja
mariadelourdes,3.8,Tourist Attraction,Noisy,Puncak Segoro,Jogja
oshell,3.9,Culture,Isolated,La Kana Chapel,Semarang
hardi,4.8,Tourist Attraction,Bad Food,Museum Kereta Ambarawa,Semarang
endsley,3.4,Culinary,Tasty Food,Pantai Glagah,Jogja
maxsen,4.3,History,Peaceful,Nol Kilometer Jl.Malioboro,Jogja
ippazio,3.0,Culinary,Fun,Pantai Samas,Jogja
keyshand,3.7,Nature,Kind,Waduk Jatibarang,Semarang
azam,4.7,Nature,Cheap Price,Pantai Nglambor,Jogja
dnielle,4.9,Tourist Attraction,Kind Person,Candi Prambanan,Jogja
roby,3.8,Culture,Cheap Price,Kauman Pakualaman Yogyakarta,Jogja
kathyann,3.9,Tourist Attraction,Noisy,Pasar Kebon Empring Bintaran,Jogja
taci,4.3,Nature,Isolated,The Lost World Castle,Jogja
pawlu,3.2,History,Tasty Food,Semarang Contemporary Art Gallery,Semarang
tiaraoluwa,4.4,Nature,Isolated,Puncak Kebun Buah Mangunan,Jogja
avdesh,3.9,Culture,Respectable,Flower Farm Setiya Aji,Semarang
waveline,3.5,Culinary,Beautiful,Kampoeng Rawa,Semarang
aylyn,4.9,Culture,Mindful,Pantai Krakal,Jogja
jervis,4.0,Nature,Hated,Pantai Krakal,Jogja
christyne,4.2,Tourist Attraction,Hated,Hutan Pinus Kayon,Semarang
sonum,3.5,Culture,Boring,Pantai Nglambor,Jogja
zeidi,4.3,Nature,Noisy,Kampung Wisata Kadipaten,Jogja
ilars,3.8,Tourist Attraction,Peaceful,Monumen Sanapati,Jogja
rayce,4.4,Culinary,Expensive,Kampoeng Kopi Banaran,Semarang
rhurie,4.1,History,Hated,Watu Lumbung,Jogja
rifaat,4.6,Nature,Expensive,Desa Wisata Lembah Kalipancur,Semarang
kexin,3.0,Nature,Isolated,Monumen Serangan Umum 1 Maret,Jogja
rainan,4.5,Culture,Boring,The Lost World Castle,Jogja
cheridyn,4.4,Culture,Recommended,Hutan Mangrove Kulon Progo,Jogja
azzam,4.9,Culture,Cheap Price,Galaxy Waterpark Jogja,Jogja
ryeisha,3.6,Nature,Respectable,Masjid Agung Ungaran,Semarang
schramm,3.2,Nature,Kind,La Kana Chapel,Semarang
lindasy,3.2,Culture,Isolated,Wisata Lereng Kelir,Semarang
usaama,4.5,Nature,Mindful,Museum Kereta Ambarawa,Semarang
megnan,4.5,Tourist Attraction,Great View,Kebun Teh Nglinggo,Jogja
bowlds,4.0,Nature,Noisy,Taman Pelangi Jogja,Jogja
hadeeqah,3.2,History,Fun,Gua Maria Kerep Ambarawa,Semarang
zakkary,3.6,History,Kind Person,Masjid Kapal Semarang,Semarang
beryl,5.0,Culinary,Cheap Price,Masjid Agung Ungaran,Semarang
naiylah,3.3,Tourist Attraction,Noisy,Kampung Batik Gedong Semarang,Semarang
amneek,3.9,Culinary,Mindful,Tirto Argo Siwarak,Semarang
boyka,4.9,History,Boring,Selected Places,Jogja
addaline,4.0,History,Bad Food,Obyek Wisata Goa Kreo,Semarang
shalea,3.7,Tourist Attraction,Recommended,Selected Places,Jogja
alonya,3.6,Nature,Fun,Pantai Drini,Jogja
nasr,3.7,Tourist Attraction,Kind Person,Kampung Wisata Taman Sari,Jogja
aletta,3.4,Culinary,Cheap Price,Water Blaster Bukit Candi Golf,Semarang
wibke,3.2,History,Respectable,Watu Lumbung,Jogja
malicia,4.3,Tourist Attraction,Fun,Kauman Pakualaman Yogyakarta,Jogja
moorehouse,4.1,History,Mindful, Pantai Cipta,Semarang
cassady,3.5,Nature,Kind,Grand Maerakaca,Semarang
lavren,4.6,Tourist Attraction,Recommended,Kampung Pelangi,Semarang
desar,4.5,Tourist Attraction,Noisy,Flower Farm Setiya Aji,Semarang
anjulie,3.2,History,Kind Person,Kota Lama Semarang,Semarang
carli,4.1,History,Fun,Puncak Kebun Buah Mangunan,Jogja
machela,3.5,Tourist Attraction,Noisy,Masjid Kapal Semarang,Semarang
dashone,4.7,History,Hated,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
herto,3.1,Tourist Attraction,Cheap Price,Kauman Pakualaman Yogyakarta,Jogja
harralson,5.0,Culinary,Great View,Pantai Baruna,Semarang
aashik,4.7,Culture,Recommended,Wisata Alam Wana Wisata Penggaron,Semarang
bajram,5.0,Nature,Hated,Saloka Theme Park,Semarang
yaraslau,3.9,Tourist Attraction,Beautiful,Seribu Batu Songgo Langit,Jogja
francyne,4.1,Culinary,Recommended,Tebing Breksi,Jogja
traevin,4.1,Culture,Expensive,Goa Rancang Kencono,Jogja
perdomo,3.9,Culinary,Hated,Old City 3D Trick Art Museum,Semarang
kylissa,3.7,Culture,Beautiful,Puncak Gunung Api Purba - Nglanggeran,Jogja
duckworth,4.6,Nature,Tasty Food,Semarang Contemporary Art Gallery,Semarang
sahari,4.2,History,Recommended,Hutan Mangrove Kulon Progo,Jogja
khael,3.5,Nature,Bad Food,Taman Pandanaran,Semarang
yanexi,3.6,Culture,Fun,Taman Kasmaran,Semarang
jassiem,4.9,Culture,Great View,Watu Goyang,Jogja
manhardt,3.6,Tourist Attraction,Kind,Water Blaster Bukit Candi Golf,Semarang
summerleigh,3.6,Culinary,Peaceful,Air Terjun Kedung Pedut,Jogja
avital,4.0,Nature,Beautiful,Museum Kereta Ambarawa,Semarang
keneen,4.9,Tourist Attraction,Not Recommended,Wisata Eling Bening,Semarang
benildo,3.6,Culture,Tasty Food,Kampung Wisata Kadipaten,Jogja
algaba,4.2,Tourist Attraction,Recommended,Umbul Sidomukti,Semarang
amlie,4.1,Culture,Isolated,Candi Ijo,Jogja
laquaysha,3.6,Culture,Not Recommended,Durian Gardens and Tourism Education Watu Simbar,Semarang
andreco,4.0,History,Fun,Watu Lumbung,Jogja
doree,4.2,Tourist Attraction,Tasty Food,Semarang Gallery,Semarang
gulhayo,3.0,Nature,Hated,Monumen Palagan Ambarawa,Semarang
percel,3.4,Culture,Kind Person,Semarang Contemporary Art Gallery,Semarang
mackinzie,4.7,Tourist Attraction,Recommended,Monumen Sanapati,Jogja
milicent,3.0,Nature,Kind Person,Candi Ijo,Jogja
guerina,4.7,Culinary,Tasty Food,"Bukit Paralayang, Watugupit",Jogja
thahera,4.6,Nature,Kind,Grand Maerakaca,Semarang
heppman,3.3,History,Peaceful,Obyek Wisata Goa Kreo,Semarang
sirkin,4.1,Nature,Kind Person,Pantai Baruna,Semarang
shawnea,4.3,Culture,Beautiful,Umbul Sidomukti,Semarang
benaniah,3.5,Tourist Attraction,Recommended,Kampung Tematik Jawi,Semarang
jenely,4.9,Tourist Attraction,Fun,Pantai Marina,Semarang
audreya,4.2,History,Isolated,Pantai Baruna,Semarang
ashwaq,3.3,Culture,Kind Person,Taman Tabanas,Semarang
emri,3.0,Culinary,Cheap Price,Kawasan Malioboro,Jogja
madchen,3.9,Culinary,Noisy,Benteng Pendem,Semarang
damein,3.1,History,Fun,Kawasan Malioboro,Jogja
tanitha,3.0,Tourist Attraction,Noisy,Lava Bantal,Jogja
trease,3.6,Tourist Attraction,Great View,Pantai Wediombo,Jogja
kathyrn,3.5,Nature,Bad Food,Taman Kasmaran,Semarang
irey,4.4,Culture,Mindful,Pasar Beringharjo,Jogja
copelyn,4.2,Nature,Expensive,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
goufran,3.6,Nature,Not Recommended,Kampung Pelangi,Semarang
embert,4.9,Tourist Attraction,Fun,Kampung Wisata Kadipaten,Jogja
folkeline,4.0,Nature,Boring,Hutan Pinus Kayon,Semarang
firmina,4.1,History,Noisy,La Kana Chapel,Semarang
conquest,4.9,History,Kind,Semarang Contemporary Art Gallery,Semarang
jeffri,3.8,Nature,Isolated,La Kana Chapel,Semarang
catley,3.2,Nature,Mindful,Jurang Tembelan Kanigoro,Jogja
michaele,3.1,Culture,Great View,Monumen Sanapati,Jogja
yokoyama,3.3,History,Kind,Jurang Tembelan Kanigoro,Jogja
layoni,4.8,Culture,Noisy,Alun Alun Selatan Yogyakarta,Jogja
seonaidh,3.3,Culture,Respectable,Hutan Pinus Pengger,Jogja
mykeisha,3.4,Nature,Not Recommended,Hutan Mangrove Kulon Progo,Jogja
schwimmer,3.4,Nature,Not Recommended,Lawang Sewu,Semarang
hulen,5.0,Tourist Attraction,Fun,Grand Maerakaca,Semarang
rajen,4.6,Tourist Attraction,Cheap Price,Kawasan Wisata Sosrowijayan,Jogja
menno,3.5,Tourist Attraction,Hated,Candi Ijo,Jogja
volotta,3.8,Culinary,Isolated,La Kana Chapel,Semarang
quavius,4.9,Culture,Peaceful,Puncak Kebun Buah Mangunan,Jogja
miquez,4.0,Tourist Attraction,Boring,Desa Wisata Sungai Code Jogja Kota,Jogja
shafina,4.6,Culture,Boring,Museum Kereta Ambarawa,Semarang
heinaman,4.9,Culinary,Hated,Tugu Muda Semarang,Semarang
ayseli,4.7,Culture,Boring,Pantai Sundak,Jogja
bessan,3.8,History,Expensive,Wisata Lereng Kelir,Semarang
draedon,4.6,Nature,Kind Person,Candi Prambanan,Jogja
vershen,4.4,Tourist Attraction,Recommended,Gua Maria Kerep Ambarawa,Semarang
elizabetha,3.7,Nature,Not Recommended,The World Landmarks - Merapi Park Yogyakarta,Jogja
arleth,4.8,Culture,Kind,Tirto Argo Siwarak,Semarang
eilani,3.1,History,Recommended,Waduk Jatibarang,Semarang
jormo,4.7,Nature,Bad Food, Pantai Cipta,Semarang
jakeriya,3.1,History,Expensive,Wisata Mangrove Tapak,Semarang
shatia,4.6,History,Kind,Benteng Pendem,Semarang
riniyah,4.8,Culinary,Expensive,Gembira Loka Zoo,Jogja
imal,5.0,History,Hated,Selected Places,Jogja
dorceus,3.4,Culture,Recommended,Wisata Eling Bening,Semarang
jedrek,3.7,Nature,Mindful,Puncak Gunung Api Purba - Nglanggeran,Jogja
healy,3.9,Tourist Attraction,Great View,Jurang Tembelan Kanigoro,Jogja
jahair,3.8,Culinary,Isolated,Embung Tambakboyo,Jogja
shaelee,5.0,Tourist Attraction,Not Recommended,Wisata Kalibiru,Jogja
schorena,3.9,Nature,Noisy,Kebun Teh Nglinggo,Jogja
elay,3.1,Culinary,Boring,Kampoeng Rawa,Semarang
aanand,4.1,History,Cheap Price,Saloka Theme Park,Semarang
ladanna,4.3,Culture,Great View,Kampoeng Rawa,Semarang
micala,3.1,Culture,Noisy,Candi Borobudur,Jogja
heisler,3.4,History,Fun,De Mata Museum Jogja,Jogja
aube,3.7,History,Noisy,Benteng Pendem,Semarang
gibeon,4.8,Culinary,Fun,Wisata Mangrove Tapak,Semarang
madelijne,4.9,Tourist Attraction,Fun,Tirto Argo Siwarak,Semarang
vaneka,4.1,Tourist Attraction,Great View,Kebun Teh Nglinggo,Jogja
delonda,4.0,Nature,Fun,Jembatan Biru Ambarawa,Semarang
pomfret,5.0,Tourist Attraction,Fun,Pantai Baruna,Semarang
sigurd,4.2,Tourist Attraction,Kind,Bunker Kaliadem Merapi,Jogja
brumbley,3.4,History,Hated,Pantai Marina,Semarang
bharma,4.1,Tourist Attraction,Respectable,Bentara Budaya Yogyakarta (BBY),Jogja
danaejah,3.3,Culinary,Hated,Masjid Agung Ungaran,Semarang
jayoung,4.5,Culinary,Bad Food,Watu Lumbung,Jogja
anusha,3.6,Culinary,Peaceful,Pantai Cipta,Semarang
temilola,3.8,Nature,Fun,Selected Places,Jogja
demarea,3.1,Nature,Peaceful,Grand Maerakaca,Semarang
rislin,4.6,History,Fun,Water Blaster Bukit Candi Golf,Semarang
nohemi,4.2,History,Recommended,Hutan Mangrove Kulon Progo,Jogja
jaeliyah,3.3,Culinary,Peaceful,The Lost World Castle,Jogja
yukai,4.9,Culture,Bad Food,Durian Gardens and Tourism Education Watu Simbar,Semarang
derekia,4.3,Nature,Noisy,Kampung Tematik Jawi,Semarang
brier,3.5,History,Boring,Taman Kasmaran,Semarang
kelwyn,4.9,Culture,Isolated,Umbul Sidomukti,Semarang
oberwise,4.8,Culture,Not Recommended,Museum Kereta Ambarawa,Semarang
terrance,3.4,Tourist Attraction,Bad Food,The World Landmarks - Merapi Park Yogyakarta,Jogja
penalonzo,4.1,Culture,Fun,Wisata Mangrove Tapak,Semarang
rupini,4.2,Tourist Attraction,Kind,Puncak Kebun Buah Mangunan,Jogja
davohn,4.1,Culture,Noisy,Umbul Sidomukti,Semarang
danyca,3.2,Nature,Kind Person,Air Terjun Kedung Pedut,Jogja
kristyne,4.5,History,Hated,Taman Srigunting,Semarang
isherwood,3.7,Culture,Hated,Pantai Depok Jogja,Jogja
eitaro,4.1,Culinary,Boring,Pasar Beringharjo,Jogja
hagg,3.0,History,Tasty Food,Kampung Wisata Taman Sari,Jogja
yahor,3.6,Tourist Attraction,Tasty Food,Hutan Pinus Kayon,Semarang
khyon,4.9,Nature,Cheap Price,Saloka Theme Park,Semarang
manvitha,4.1,History,Peaceful,Semarang Chinatown,Semarang
nyagoa,4.1,History,Fun,Semarang Contemporary Art Gallery,Semarang
alexey,3.6,Nature,Kind,Brown Canyon,Semarang
posner,4.7,Culture,Bad Food,Kampoeng Kopi Banaran,Semarang
caicey,3.2,History,Hated,Kampoeng Rawa,Semarang
suhair,4.7,Culture,Great View,Desa Wisata Sungai Code Jogja Kota,Jogja
childs,4.9,Culture,Hated,Umbul Sidomukti,Semarang
jajuane,4.2,Tourist Attraction,Kind,Monumen Sanapati,Jogja
baylum,3.2,Tourist Attraction,Respectable,Hutan Mangrove Kulon Progo,Jogja
tomy,3.1,History,Peaceful,Air Terjun Semirang,Semarang
gottreich,3.7,Tourist Attraction,Great View,Water Blaster Bukit Candi Golf,Semarang
dairel,4.0,Nature,Recommended,Candi Gedong Songo,Semarang
annias,3.8,Culture,Bad Food,Pantai Baruna,Semarang
zarrea,5.0,Culinary,Expensive,Candi Prambanan,Jogja
besa,4.4,Culture,Kind Person,Embung Tambakboyo,Jogja
oluwafioyinsolami,4.0,Tourist Attraction,Kind Person,Pantai Krakal,Jogja
janielys,4.4,Culinary,Cheap Price,Kota Lama Semarang,Semarang
sidonio,4.0,Culinary,Boring,The Lost World Castle,Jogja
gayston,3.4,Tourist Attraction,Isolated,Puncak Kebun Buah Mangunan,Jogja
jaelen,4.1,Nature,Mindful,Candi Ijo,Jogja
derrelle,3.8,Culinary,Not Recommended,Durian Gardens and Tourism Education Watu Simbar,Semarang
pablito,3.7,Culture,Tasty Food,Tirto Argo Siwarak,Semarang
messman,3.2,Culture,Cheap Price,Benteng Pendem,Semarang
antwoin,4.8,History,Peaceful,Taman Pandanaran,Semarang
soosaipillai,4.4,Culinary,Noisy,The World Landmarks - Merapi Park Yogyakarta,Jogja
mirha,3.8,Culinary,Not Recommended,Pantai Sundak,Jogja
daivd,4.9,Tourist Attraction,Tasty Food,Hutan Pinus Kayon,Semarang
gomes,3.2,Nature,Tasty Food,Monumen Palagan Ambarawa,Semarang
kayeleigh,3.5,History,Peaceful,Air Terjun Semirang,Semarang
austreng,4.6,Culture,Respectable,Jurang Tembelan Kanigoro,Jogja
atterson,4.5,History,Cheap Price,Bukit Wisata Pulepayung,Jogja
torriano,4.0,Nature,Kind,Monumen Sanapati,Jogja
bernita,3.9,History,Hated,Semarang Chinatown,Semarang
avana,3.2,Nature,Peaceful,Kota Lama Semarang,Semarang
docanto,4.7,Tourist Attraction,Peaceful,Bunker Kaliadem Merapi,Jogja
sandr,3.1,Culture,Tasty Food,Masjid Agung Ungaran,Semarang
mennella,3.1,Culture,Bad Food,Desa Wisata Pulesari,Jogja
servat,3.0,History,Expensive,Kampoeng Djadhoel Semarang,Semarang
ryozo,3.1,Nature,Bad Food,Wisata Eling Bening,Semarang
amarielle,3.7,Tourist Attraction,Respectable,Brown Canyon,Semarang
keontez,4.4,History,Respectable,Pantai Glagah,Jogja
bibbi,4.8,Tourist Attraction,Tasty Food,Sindu Kusuma Edupark (SKE),Jogja
biance,4.0,Tourist Attraction,Beautiful,Monumen Palagan Ambarawa,Semarang
martins,4.3,Tourist Attraction,Great View,Wisata Eling Bening,Semarang
amaleah,3.5,Nature,Isolated,Nol Kilometer Jl.Malioboro,Jogja
sehrish,3.4,Culinary,Respectable,Green Village Gedangsari,Jogja
lollie,4.4,Culinary,Peaceful,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
crooks,3.8,Culinary,Isolated,Bukit Lintang Sewu,Jogja
conchata,3.9,Culinary,Not Recommended,Pantai Jogan,Jogja
vickee,4.2,History,Fun,Watu Mabur Mangunan,Jogja
jawanza,3.2,History,Bad Food,Bukit Lintang Sewu,Jogja
kaylanicole,4.4,Culinary,Not Recommended,Hutan Pinus Asri,Jogja
daniellerose,4.7,Culinary,Isolated,Selected Places,Jogja
alexiyana,5.0,Culinary,Great View,Hutan Pinus Kayon,Semarang
cathryn,4.4,Nature,Expensive,Puncak Kebun Buah Mangunan,Jogja
santiago,3.9,History,Expensive,Semarang Chinatown,Semarang
kirksey,4.1,Tourist Attraction,Isolated,Kampung Wisata Kadipaten,Jogja
danniel,4.2,Culinary,Kind,Puncak Gunung Api Purba - Nglanggeran,Jogja
ardussi,3.3,Culture,Peaceful,Pantai Marina,Semarang
yediel,4.1,Culinary,Kind,Kampung Wisata Kadipaten,Jogja
norimasa,4.2,Tourist Attraction,Expensive,Masjid Agung Ungaran,Semarang
torun,3.2,History,Not Recommended,Kampung Tematik Jawi,Semarang
brittanae,4.0,Tourist Attraction,Beautiful,Masjid Kapal Semarang,Semarang
shatae,3.2,Tourist Attraction,Mindful,Sindu Kusuma Edupark (SKE),Jogja
rafaela,3.9,Tourist Attraction,Beautiful,Kebun Teh Nglinggo,Jogja
eziya,3.7,Culture,Expensive,Bukit Lintang Sewu,Jogja
anguri,3.9,History,Kind,Puncak Segoro,Jogja
shyan,5.0,History,Kind Person,Selected Places,Jogja
sisco,4.0,History,Expensive,Alun Alun Selatan Yogyakarta,Jogja
lammers,3.5,Culinary,Not Recommended,Tugu Pal Putih Jogja,Jogja
tonny,3.0,Nature,Expensive,Pantai Cipta,Semarang
toetie,3.9,History,Tasty Food,Pantai Marina,Semarang
fabria,4.8,Nature,Fun,Semarang Chinatown,Semarang
lanais,3.4,Nature,Boring,Pantai Baruna,Semarang
krisan,3.5,Culture,Tasty Food,Desa Wisata Lembah Kalipancur,Semarang
yaharia,4.8,Culture,Beautiful,Kampung Batik Gedong Semarang,Semarang
eustachio,3.1,Culinary,Peaceful,The World Landmarks - Merapi Park Yogyakarta,Jogja
gila,4.2,Culinary,Peaceful,Desa Wisata Lembah Kalipancur,Semarang
rosevelt,3.5,Culinary,Tasty Food,Jurang Tembelan Kanigoro,Jogja
gianantonio,3.9,Culture,Respectable,Taman Kasmaran,Semarang
jafr,3.6,Tourist Attraction,Mindful,Pantai Indrayanti,Jogja
martio,4.2,Tourist Attraction,Beautiful,Masjid Agung Ungaran,Semarang
raymundo,4.4,Nature,Peaceful,Alun-alun Utara Keraton Yogyakarta,Jogja
briallen,3.4,Nature,Fun,Jurang Tembelan Kanigoro,Jogja
diako,3.5,Culinary,Isolated,Candi Gedong Songo,Semarang
corneilus,3.7,Tourist Attraction,Isolated,Hutan Pinus Pengger,Jogja
shiala,4.4,Tourist Attraction,Not Recommended,Gua Maria Kerep Ambarawa,Semarang
dontrel,4.5,History,Kind Person,Saloka Theme Park,Semarang
timetrius,4.7,Culinary,Not Recommended,Hutan Pinus Kayon,Semarang
shareeda,3.9,Tourist Attraction,Not Recommended,Pantai Jogan,Jogja
trayven,4.3,History,Kind Person,Waduk Jatibarang,Semarang
degges,4.3,Culinary,Not Recommended,Wisata Eling Bening,Semarang
kartier,3.2,Culture,Hated,Kampung Pelangi,Semarang
rubeena,3.2,Culinary,Expensive,Pantai Baruna,Semarang
leshonda,3.2,Culture,Respectable,Kauman Pakualaman Yogyakarta,Jogja
eryanna,4.7,Culture,Isolated,Pantai Indrayanti,Jogja
mies,3.7,Nature,Not Recommended,Old City 3D Trick Art Museum,Semarang
ickenroth,3.9,Tourist Attraction,Fun,Kauman Pakualaman Yogyakarta,Jogja
shetara,3.4,Culinary,Not Recommended,Umbul Sidomukti,Semarang
jens,3.9,Culture,Fun,Hutan Mangrove Kulon Progo,Jogja
surendar,3.6,Culture,Boring,Brown Canyon,Semarang
sherr,3.3,Culinary,Beautiful,Pantai Baruna,Semarang
muid,4.5,Tourist Attraction,Bad Food,Kota Lama Semarang,Semarang
ridglea,3.2,History,Isolated,Kampung Wisata Kadipaten,Jogja
tamecia,4.3,Tourist Attraction,Fun,Kawasan Malioboro,Jogja
evonn,4.3,Nature,Peaceful,Kampoeng Djadhoel Semarang,Semarang
khayla,3.1,Culinary,Mindful,Brown Canyon,Semarang
eugenio,3.2,History,Expensive,Pantai Marina,Semarang
tascu,4.7,History,Recommended,Wisata Kalibiru,Jogja
teaja,3.0,Tourist Attraction,Recommended,Monumen Serangan Umum 1 Maret,Jogja
iqraa,3.2,Tourist Attraction,Fun,Jurang Tembelan Kanigoro,Jogja
kayela,4.5,Tourist Attraction,Fun,Pantai Glagah,Jogja
tya,3.2,Culinary,Cheap Price,Pantai Sundak,Jogja
issam,4.6,History,Mindful,Alun Alun Selatan Yogyakarta,Jogja
zymeir,4.1,Nature,Noisy,Grand Maerakaca,Semarang
nakhai,3.1,Nature,Hated,Semarang Chinatown,Semarang
kindra,4.8,Culture,Hated,Selected Places,Jogja
rury,3.6,Tourist Attraction,Bad Food,Kampung Pelangi,Semarang
sulyn,4.1,History,Expensive,Bentara Budaya Yogyakarta (BBY),Jogja
berthile,3.9,Nature,Kind,Gembira Loka Zoo,Jogja
liliahna,4.1,History,Cheap Price,Pintoe Langit Dahromo,Jogja
avais,4.6,Tourist Attraction,Peaceful,Air Terjun Semirang,Semarang
cartlin,4.9,Nature,Fun,Wisata Kaliurang,Jogja
arikka,3.6,Nature,Fun,Selected Places,Jogja
jujhar,3.5,History,Kind Person,Watu Lumbung,Jogja
montasir,4.7,History,Hated,Monumen Serangan Umum 1 Maret,Jogja
abren,3.7,History,Noisy,Semarang Chinatown,Semarang
jailenne,3.1,Tourist Attraction,Recommended,Pantai Glagah,Jogja
ido,4.5,Tourist Attraction,Kind Person,Wisata Kalibiru,Jogja
chrissi,4.0,Tourist Attraction,Boring,Puncak Segoro,Jogja
tound,4.0,Tourist Attraction,Not Recommended,Pantai Nguluran,Jogja
alizeah,4.8,History,Hated,Bukit Wisata Pulepayung,Jogja
aglaja,3.2,Culture,Kind,Candi Ijo,Jogja
johnmichael,3.7,Culture,Expensive,Kota Lama Semarang,Semarang
kestra,4.5,Tourist Attraction,Cheap Price,Kawasan Malioboro,Jogja
keiper,4.8,History,Fun,Lawang Sewu,Semarang
mordekai,3.4,Culinary,Tasty Food,Desa Wisata Sungai Code Jogja Kota,Jogja
mehtap,4.5,Tourist Attraction,Peaceful,Monumen Sanapati,Jogja
marinell,3.5,Culture,Hated,Taman Pelangi Yogyakarta,Jogja
garima,3.1,Culinary,Beautiful,Pintoe Langit Dahromo,Jogja
katla,4.8,Nature,Kind Person,Kampung Pelangi,Semarang
sperry,4.3,Culture,Bad Food,Pantai Parangtritis,Jogja
akila,3.4,Culture,Kind,Pantai Jogan,Jogja
rishabha,4.1,History,Kind Person,Wisata Kalibiru,Jogja
alvan,4.6,History,Boring,Wisata Lereng Kelir,Semarang
yuany,4.6,Culinary,Peaceful,Durian Gardens and Tourism Education Watu Simbar,Semarang
rashelle,4.9,Tourist Attraction,Fun,Lawang Sewu,Semarang
anavela,4.8,Nature,Isolated,Pura Giri Natha,Semarang
kache,4.2,Culinary,Cheap Price,Watu Mabur Mangunan,Jogja
jazaniah,4.5,Nature,Respectable,Sam Poo Kong Temple,Semarang
harriell,3.6,Culture,Expensive,Gua Maria Kerep Ambarawa,Semarang
ralitza,4.1,History,Peaceful,Selected Places,Jogja
cychosz,5.0,Nature,Isolated,The Lost World Castle,Jogja
quiera,4.6,Tourist Attraction,Peaceful,Masjid Kapal Semarang,Semarang
saysha,4.6,Culinary,Hated,Kawasan Malioboro,Jogja
tijuan,3.9,Culture,Isolated,Embung Tambakboyo,Jogja
klausdieter,3.3,Tourist Attraction,Fun,Monumen Serangan Umum 1 Maret,Jogja
jenaye,4.1,Nature,Cheap Price,Sindu Kusuma Edupark (SKE),Jogja
gartrell,3.8,Culture,Cheap Price,Candi Prambanan,Jogja
kelecia,4.0,Culinary,Boring,Pantai Kukup,Jogja
ulus,4.4,Tourist Attraction,Hated,The Lost World Castle,Jogja
rakeshia,4.0,History,Mindful,Desa Wisata Sungai Code Jogja Kota,Jogja
remmelt,4.0,Tourist Attraction,Tasty Food,Puncak Segoro,Jogja
kaylese,4.8,History,Recommended,Desa Wisata Lembah Kalipancur,Semarang
lynnanne,4.2,Culture,Expensive,Desa Wisata Lembah Kalipancur,Semarang
malek,3.0,History,Peaceful,Pasar Beringharjo,Jogja
fariya,3.9,History,Bad Food,Pantai Ngrenehan,Jogja
cerissa,3.3,Nature,Cheap Price,"Bukit Paralayang, Watugupit",Jogja
madora,3.7,Nature,Beautiful,Masjid Kapal Semarang,Semarang
aulon,4.9,History,Respectable,Kampung Wisata Kadipaten,Jogja
raniya,3.7,Culture,Fun,Pantai Depok Jogja,Jogja
bargerjr,3.9,History,Not Recommended,Semarang Gallery,Semarang
eulogio,3.2,Nature,Tasty Food,Seribu Batu Songgo Langit,Jogja
prabhat,3.5,Culinary,Kind,Selected Places,Jogja
sigurberg,4.1,Tourist Attraction,Hated,Sam Poo Kong Temple,Semarang
berenise,3.3,Culinary,Not Recommended,Selected Places,Jogja
nishaat,3.0,History,Beautiful,Wisata Alam Wana Wisata Penggaron,Semarang
airan,4.3,History,Kind Person,Pantai Marina,Semarang
keely,3.1,Culture,Not Recommended,Kampung Tematik Jawi,Semarang
naizeth,3.7,Culture,Peaceful,Watu Lumbung,Jogja
veyaan,4.9,Culinary,Tasty Food,Masjid Kapal Semarang,Semarang
kesa,3.1,History,Mindful,Watu Goyang,Jogja
kristjaana,3.2,Culture,Bad Food,Grand Maerakaca,Semarang
anamae,4.3,Culinary,Cheap Price,Sindu Kusuma Edupark (SKE),Jogja
meredyth,3.9,Culture,Noisy,Gua Maria Kerep Ambarawa,Semarang
khristen,4.0,Culinary,Kind,Bendung Lepen,Jogja
demartez,3.3,Culinary,Cheap Price,Pantai Sundak,Jogja
damians,3.7,Culture,Bad Food,Pantai Patihan,Jogja
micaella,3.9,Culinary,Kind,Lawang Sewu,Semarang
